,Albania,Argentina,Australia,Austria,Belgium,Brazil,Cameroon,Canada,Colombia,Costa Rica,Croatia,Czech Republic,Denmark,Ecuador,Egypt,England,Finland,France,Georgia,Germany,Ghana,Hungary,Iceland,Iran,Italy,Japan,Mexico,Morocco,Netherlands,Nigeria,North Macedonia,Panama,Peru,Poland,Portugal,Qatar,Romania,Russia,Saudi Arabia,Scotland,Senegal,Serbia,Slovakia,Slovenia,South Korea,Spain,Sweden,Switzerland,Tunisia,Turkey,Ukraine,United States,Uruguay,Wales
Croatia,-0.6049103283519297,0.8341606505948835,-0.7342350893582711,0.5458865593605268,0.6005821130629526,0.6639115187016066,-0.5178531051208067,0.6523427443238509,0.4498921480314831,-0.839134084080446,0.9999999999999998,-0.10167943693494766,0.6386398497538254,0.32778162846253217,-0.6747406527653771,0.7743903044945993,-0.7489786501408701,0.8001793453728573,-0.5660891181582876,0.7900173164980675,-0.3378562646930184,-0.7928822163796364,-0.2027213149135581,-0.5612383797358934,0.7873381422302099,0.14739251250642377,0.4250772616642729,-0.32363110497453274,0.605884316159573,-0.22133425195251913,-0.4467528650613903,-0.6830678020780366,0.1391659223567881,-0.5355780704958216,0.894215809469321,-0.6735703361258657,-0.5761132889973991,0.06569548551792638,0.31151701102087875,-0.6330745920733895,-0.11537659594800805,-0.0816419699936269,-0.48582308421966613,-0.5066950600954567,-0.5551082567765876,0.8311900916889434,-0.3777506245261151,0.8781061766854736,0.11942624521953799,0.14958027798059909,0.28694957489265244,0.2986424018269176,0.29446046012765914,-0.7686493764117228
Czech Republic,-0.49001385284518156,-0.10469337872220728,-0.3194108306628029,0.3765574358640699,-0.49739449941957736,0.007497392946496888,0.2647079255198078,-0.3236984080488323,-0.2098951225393095,-0.0557736884039431,-0.10167943693494766,1.0,-0.4379042722773227,-0.042192684022202206,0.62123185439586,-0.5533931760707694,0.02955107254518079,-0.22287688462745098,-0.42667408370624255,-0.03986182164931987,0.18765257138359318,0.011648557492175946,0.6767469009317888,0.44495330300226726,-0.43700775560817984,0.11514108198672314,0.3445515666808172,-0.3154984673847716,-0.2633334739880486,0.6510648315023689,-0.3588582480182611,-0.1897339996685588,0.44139590687963354,-0.20420527652897497,-0.3056361404111593,-0.3029010728012981,-0.10906604821777899,0.39092495385026027,0.23423223456299444,0.08904835792344098,0.6606238290322498,0.5156956315632807,-0.5331847795903303,0.3167093929422753,0.4101501830799961,-0.1012704567716965,0.5657411469989175,-0.36924265656804833,0.39175829577789284,-0.1411664963161194,-0.7089225374067466,0.0557657015899097,0.2185581152126462,-0.12127141728394808
Denmark,-0.13623343294812004,0.6271876553347734,-0.09122196571949018,0.41050934867006317,0.8142965760977432,0.5655840144704827,-0.604204842965957,0.6190678715315652,0.189099161817946,-0.47368217200290075,0.6386398497538254,-0.4379042722773227,0.9999999999999998,0.46424790361447443,-0.4812985053636884,0.8464264228146633,-0.15213848404889585,0.5160511624304256,-0.45358830253501603,0.6785074068213487,-0.5636934474663318,-0.46871148959340736,-0.5307295235746138,-0.6219714325745701,0.7616264676171081,0.033841430056088716,-0.13421971446324898,-0.3030430593457462,0.8054970987181118,-0.33179332010073614,-0.2776963482484037,-0.360052353457787,-0.09237027818313101,-0.1439212414016453,0.6670292935003528,-0.23727002484792462,-0.37745011512716986,-0.39928357012072163,0.08546204103419966,-0.021231857166376857,-0.5431489152821563,-0.3086878271216791,0.20331434827338646,-0.6056885763537689,-0.3975934649440079,0.740952155921146,-0.5954378028399614,0.5285476892732567,0.356092522475159,0.42303297013351737,0.39317250307586044,0.1886307524284173,0.3068504362935655,-0.23910542196753873
Ecuador,-0.2299666561323552,0.7642437581555636,0.06759707014440607,0.2014605417903754,0.45873631739922394,0.8587926410769239,-0.4117400630650693,0.6417334913445184,0.08754223958360209,-0.36271264523373864,0.32778162846253217,-0.042192684022202206,0.46424790361447443,0.9999999999999999,-0.40306276347532877,0.613318385514521,-0.2748362905054548,0.3911218016336073,-0.3239287836149048,0.6478060701546159,-0.396171137328219,0.006202988785222591,0.09609992273905119,-0.08718735268832517,0.6454839751061647,0.16527126085513527,-0.0006310846921448453,0.013306541955076204,0.7800848685509215,0.0019441736684347954,-0.5648192980286698,-0.4138643003537702,-0.2686174631507403,0.11247448399748278,0.5227458259626732,-0.33202678673580915,0.03643826849503167,-0.02144554211930292,-0.13906719614186033,-0.07843898943170917,-0.01045245942973905,-0.2618117433720261,-0.23845063415801276,-0.2641566100384864,-0.5806971861582855,0.6901829846104258,0.11341142498586991,0.09928945839445254,0.4432259209545576,-0.22363679432475628,-0.06904219562266224,-0.09782591889641874,0.9385119950841642,-0.22745331210158246
Egypt,0.2575591366220191,-0.6943883876909223,0.36481147984685847,-0.11282329280555982,-0.5676715293704536,-0.47968933397041263,0.5354836912374229,-0.6633584586337139,-0.5596296856637798,0.6501697622946292,-0.6747406527653771,0.62123185439586,-0.4812985053636884,-0.40306276347532877,1.0000000000000002,-0.7970940254859369,0.6529058630998428,-0.6056123351779404,0.12582111584332156,-0.5298525752347012,0.24782156910438205,0.49223989753181757,0.3950131995338389,0.5534065039474344,-0.7436923963525568,0.0734193947588537,-0.35225640941027125,-0.1292487104827943,-0.4687882031851938,0.3565937808282921,0.1880475197582449,0.37856441506488436,0.09124253349912818,0.30432417527306205,-0.8035267901005592,0.4166642198299697,0.20239899183480495,0.08917288039388493,-0.15391734014222305,0.6034761250119767,0.2751316450237566,0.3546677859782929,0.16796131122609292,0.5315196254373913,0.7796195808176963,-0.5950624023206936,0.47713152463521086,-0.7231044619938785,0.16071246030388525,0.03144053461969724,-0.5751240248928644,-0.12607450915511614,-0.1955003418923815,0.5273770446632597
England,-0.1924901018342221,0.8553283975873376,-0.2113540959336608,0.21502036872216068,0.7847159644873202,0.7460132177413377,-0.6512565524134204,0.770877485551377,0.38622951795886007,-0.5920313080456361,0.7743903044945993,-0.5533931760707694,0.8464264228146633,0.613318385514521,-0.7970940254859369,1.0,-0.5312978096977907,0.765993954073694,-0.28875383906707014,0.7677719952209383,-0.5751340293275156,-0.4808792291020214,-0.38979399859169,-0.553620390348835,0.965692393930323,0.15462078458987774,0.0033434057443393226,-0.08431869069277534,0.8415428182794427,-0.44860290871693637,-0.36416702606476614,-0.44018215639122843,-0.26990248358931707,-0.17243840944223174,0.8945778693093033,-0.3796634778554328,-0.2637920932661809,-0.12669793626061943,0.04121137918934082,-0.4335567254772244,-0.3864197244463372,-0.4639173575725245,-0.11387099749938578,-0.5367043890189808,-0.7107739634329457,0.84046540528414,-0.42965871107946585,0.6999996775087098,0.05101314975002934,0.05810154035467455,0.44923001522542644,0.07099258736557236,0.4669019862634052,-0.45911049574579127
Finland,0.6305986495698221,-0.7411006948427509,0.6912277021143495,-0.25495228034078177,-0.2812106584182581,-0.5671051774953204,0.22898073689995602,-0.5869719495163783,-0.44629739593958423,0.7258581573775148,-0.7489786501408701,0.02955107254518079,-0.15213848404889585,-0.2748362905054548,0.6529058630998428,-0.5312978096977907,1.0,-0.6961531236109498,0.3554871850035397,-0.6548577945634684,0.18274523340897988,0.6897289141882659,-0.007129966055798432,0.31231618888173085,-0.6258619047692668,-0.010741445446372271,-0.6216889744128307,0.2495756491583691,-0.29779478224009714,0.23396166132961993,0.5820765659344418,0.7062593815712926,-0.14736207964559012,0.522566718447998,-0.8177658368634384,0.6211411647563788,0.36661278411624454,-0.29417862846106885,-0.3965049213717375,0.9172851586197346,-0.16195682011571025,-0.020715123951041647,0.7719373118954334,0.3935200952378363,0.5441810543304695,-0.6494037417251066,0.09029082169808401,-0.6652478047916686,0.28806558159518664,0.2870295154068753,-0.15096190906235454,-0.30090631782497895,-0.3127844336110065,0.9139771360176828
France,-0.2546550478680814,0.7700618704935052,-0.5448554690930018,0.28461781362806365,0.6327248141153953,0.744808906738666,-0.6329638430068256,0.6753114108447255,0.10384246338821475,-0.5276558490438326,0.8001793453728573,-0.22287688462745098,0.5160511624304256,0.3911218016336073,-0.6056123351779404,0.765993954073694,-0.6961531236109498,1.0000000000000002,-0.28043679949546624,0.7406809932496976,-0.5311052159041191,-0.47115291491533634,-0.14784674405977724,-0.44282599761948094,0.8675546754531464,0.5317184729992179,0.11625251671897578,-0.2668351988304864,0.7249833498442855,-0.4870796131102926,-0.3422667022541218,-0.40684305188752284,-0.14369483118841245,-0.46737741728495236,0.8322101017436981,-0.3262583910111902,-0.5033913329924948,0.20176211885685388,0.0010232812358837765,-0.7111190514443249,0.10512507110073746,-0.1967856396711153,-0.5072297044310434,-0.29348895126807467,-0.4593883621559377,0.7518328493842485,-0.15803149045858503,0.6884395168222923,-0.2427784356855152,-0.04371730965233488,0.46263084084841266,0.15001657404225877,0.4328412528313039,-0.56799439161958
Georgia,0.8537799310154109,-0.5475986422438568,0.6331874976659783,-0.9069038363099207,-0.31813353161567504,-0.49029939757995217,0.36688186579228854,-0.4258491116260042,-0.0980101852514253,0.783629556023157,-0.5660891181582876,-0.42667408370624255,-0.45358830253501603,-0.3239287836149048,0.12582111584332156,-0.28875383906707014,0.3554871850035397,-0.28043679949546624,1.0,-0.7082971739976082,0.28733236593815165,0.7294487604363719,0.05356005430005152,0.42065364995544974,-0.33171860099709166,0.21800378762824782,-0.6249408717708713,0.7524991465990101,-0.36837537776845936,-0.24549028895021685,0.7565721889027304,0.6559994814260086,-0.7075915020396366,0.689142353650243,-0.5115324984576968,0.6724816526299491,0.6374323542788728,0.13000090431572045,-0.6755583862026698,0.18962523756044852,-0.15601505005443786,-0.3637688913168867,0.4156168354384532,0.6099877730702842,-0.04143684958456681,-0.6757727018656098,0.2892375726458913,-0.21363461720216173,-0.5468496284239188,-0.32139498202555006,0.07337351849966907,-0.5481342659344396,-0.36937729574590655,0.6365163637329014
Germany,-0.5918908694357069,0.9041958791380911,-0.5209702042436406,0.6663420176189762,0.7433213156334919,0.898354896818426,-0.44954110291963184,0.8922542624840425,0.07550206268086358,-0.7582701646141753,0.7900173164980675,-0.03986182164931987,0.6785074068213487,0.6478060701546159,-0.5298525752347012,0.7677719952209383,-0.6548577945634684,0.7406809932496976,-0.7082971739976082,0.9999999999999997,-0.3955904766408428,-0.665342277598017,-0.28124543694338344,-0.624096723909148,0.8566937764657969,0.012776339682118923,0.3392941166323176,-0.5874909728956715,0.8112343695464846,-0.3455167317420913,-0.7067819000079278,-0.7887366108587663,0.21090505298080517,-0.46582027236831297,0.8860160232482546,-0.5236629179609699,-0.626275074923386,-0.18065037396253833,0.2647843496671791,-0.45405176258645585,-0.10653124499252171,0.10350252981651609,-0.4445651409271927,-0.7084491658119423,-0.3662053103231393,0.9875726124474116,-0.36023264935849936,0.579357588866171,0.26361789914488126,0.1943916874024678,0.2683057361857113,0.4991121751729662,0.6334306465805072,-0.7565618478162593
Ghana,0.0936478358486199,-0.48144685667514336,-0.0009299899349486389,-0.012391481308465613,-0.23787216525001828,-0.42121340143391117,0.8192540356587672,-0.16567686097485204,-0.24400565199779686,0.2769902279021263,-0.3378562646930184,0.18765257138359318,-0.5636934474663318,-0.396171137328219,0.24782156910438205,-0.5751340293275156,0.18274523340897988,-0.5311052159041191,0.28733236593815165,-0.3955904766408428,1.0000000000000002,0.20571639146081414,-0.11988550655868303,-0.023916295396834143,-0.565346337531071,-0.44836801184606784,0.14314276260925257,0.11625576808569871,-0.5285920010145216,-0.023554853772166148,0.4820297753271941,-0.09237815738514306,0.2285717271276566,0.2691513382328044,-0.485552620345342,0.2852349748179403,-0.036479832598154474,-0.33661471420382366,-0.26141106420803667,0.31993247536814673,-0.2027018046180079,0.6304700394344578,0.18449913389307704,0.04987990182334727,0.2649993005701309,-0.44717330553258594,-0.07427807387822709,-0.016390365516268105,0.11769467266348764,0.2920809373051732,-0.053712502412501514,0.3154552481395822,-0.43987687828445293,0.08770304202890432
Hungary,0.7765551158655494,-0.5636783810835866,0.777571908286533,-0.662840864132209,-0.39230435309838235,-0.32174467583154487,0.298958201984302,-0.4840784332842677,-0.4306913044605617,0.8731612271208916,-0.7928822163796364,0.011648557492175946,-0.46871148959340736,0.006202988785222591,0.49223989753181757,-0.4808792291020214,0.6897289141882659,-0.47115291491533634,0.7294487604363719,-0.665342277598017,0.20571639146081414,1.0,0.3308785172804659,0.6324180155289753,-0.48739343510857724,0.3341184151829617,-0.6907209968805511,0.6113891215777648,-0.22243088711460873,0.1321385003552007,0.5519907115814243,0.6944942566004293,-0.5935057726139538,0.7516438174168979,-0.7417533755144967,0.6795415566091586,0.6607171266125854,0.10514400209912166,-0.7480238900728571,0.5892206904611221,0.11767927866873554,-0.20189949259694503,0.41416702268455696,0.7149850469024104,0.1794430184917744,-0.654198132285481,0.5649110781034838,-0.6642666100794953,-0.04561872435783125,-0.29008748845142973,-0.24414938731706345,-0.6064141710835542,0.03185728768414182,0.8645335899699763
Iceland,-0.18575401480804363,-0.05156934080542514,0.012536856715207538,-0.26198893481291397,-0.7420039302451252,-0.024460894146773375,0.05649309769908683,-0.5332076368540248,0.18979421071249408,0.11432453559269383,-0.2027213149135581,0.6767469009317888,-0.5307295235746138,0.09609992273905119,0.3950131995338389,-0.38979399859169,-0.007129966055798432,-0.14784674405977724,0.05356005430005152,-0.28124543694338344,-0.11988550655868303,0.3308785172804659,1.0000000000000002,0.8769275704397236,-0.3238307763907779,0.42400819193002887,0.06722866244503307,0.34335177670710176,-0.29031786455111874,0.7195202582259239,-0.25994964070496285,0.21811748902665312,-0.15795097654298565,0.11492146829459075,-0.28750661394356897,-0.3282144783477602,0.5202369479317734,0.8644339936577341,0.05730767513254759,-0.1135098851473726,0.759642162721275,-0.19845392443742385,-0.5589994109888287,0.7517458242372744,0.007519136101492159,-0.2602172142958047,0.9372148703657397,-0.448371337447163,0.023252350147105173,-0.7616368726066445,-0.8187964440801673,-0.6324975109637387,0.3331816149975719,0.11244757640315119
Iran,0.22944939570221723,-0.3944457022854169,0.4358344974036451,-0.6183828520869017,-0.8457315068881717,-0.34304590923603884,0.2563463648546993,-0.7541610831772219,0.09540711686051638,0.5136895542139929,-0.5612383797358934,0.44495330300226726,-0.6219714325745701,-0.08718735268832517,0.5534065039474344,-0.553620390348835,0.31231618888173085,-0.44282599761948094,0.42065364995544974,-0.624096723909148,-0.023916295396834143,0.6324180155289753,0.8769275704397236,1.0,-0.5486358732863491,0.32902684081289396,-0.26271265317963605,0.5555622675339037,-0.47675194067599636,0.6331966152048476,0.05712660503610112,0.5188225928089962,-0.38702884231344303,0.4609704195600071,-0.5914716789420678,0.059560044214728644,0.7968661978330724,0.7159785299926886,-0.15451328707631035,0.16690787445428917,0.5324968969604325,-0.319895158669034,-0.16376469203595903,0.891337678093937,0.09915560981808441,-0.5936988535886202,0.920084695566048,-0.6615421128502409,-0.10776231141588995,-0.7537341777924362,-0.793378656782343,-0.7859700373784475,0.09018754163312047,0.47862916095129787
Italy,-0.249928714748788,0.9021932338725844,-0.3030076363469459,0.275208613315092,0.7857076523854154,0.8483437469980682,-0.617254231569527,0.839909589880629,0.24844252081498208,-0.6001511345558525,0.7873381422302099,-0.43700775560817984,0.7616264676171081,0.6454839751061647,-0.7436923963525568,0.965692393930323,-0.6258619047692668,0.8675546754531464,-0.33171860099709166,0.8566937764657969,-0.565346337531071,-0.48739343510857724,-0.3238307763907779,-0.5486358732863491,0.9999999999999999,0.23560725003044616,0.043337021401681684,-0.20077814871272487,0.8766404553473808,-0.5156616246059734,-0.4532735968169188,-0.507023761996218,-0.22074603600265538,-0.25281476447273626,0.9281209280396794,-0.3812251465819709,-0.35918573365878087,-0.0611992627115866,0.027293985919874007,-0.5319830596213674,-0.24112423013890508,-0.34182751814761647,-0.2796386955426738,-0.5250134255331858,-0.6249516078343942,0.899404588589645,-0.33875681819307746,0.6832274120390904,-0.013187890785923823,0.015358751326836464,0.4406549022562578,0.15273283873314938,0.5651895710906687,-0.5535309584403304
Japan,0.28419848041871104,0.14980163236530075,-0.03016907288031319,-0.2092069718968382,0.03073283277637305,0.2917287434478032,-0.44012555135583314,-0.08136519016705734,-0.18321067736097174,0.21367900479035132,0.14739251250642377,0.11514108198672314,0.033841430056088716,0.16527126085513527,0.0734193947588537,0.15462078458987774,-0.010741445446372271,0.5317184729992179,0.21800378762824782,0.012776339682118923,-0.44836801184606784,0.3341184151829617,0.42400819193002887,0.32902684081289396,0.23560725003044616,1.0000000000000004,-0.41625148586218996,0.21472371655700395,0.35142649565785433,-0.02492091920733088,0.12272358302069526,0.30522882458236794,-0.5323887698813756,0.035462039602468826,0.04354918720828052,0.11277724380934982,0.061929358580595284,0.5758818345772507,-0.472919343279866,-0.18669228534424379,0.4623986443591271,-0.36852589875128733,-0.27728908507883515,0.5738352866794858,-0.14736770141987832,0.04283530858993673,0.5181777093003919,0.03315768595698799,-0.20998955096554395,-0.33271681651257506,-0.008492817220488167,-0.5177876333249829,0.3321978290443044,0.2354711616157063
